"","date","pf_d1_1","pf_d1_2","pf_d1_3","pf_d1_4","pf_d1_5","pf_d1_6","pf_d1_7","pf_d1_8","pf_d1_9","pf_d2_1","pf_d2_2","pf_d2_3","pf_d2_4","pf_d2_5","pf_d2_6","pf_d2_7","pf_d2_8","pf_d2_9","mo_d1_1","mo_d1_2","mo_d1_3","mo_d1_4","mo_d1_5","mo_d1_6","mo_d1_7","mo_d1_8","mo_d1_9","mo_d2_1","mo_d2_2","mo_d2_3","mo_d2_4","mo_d2_5","mo_d2_6","mo_d2_7","mo_d2_8","mo_d2_9","az_d1_1","az_d1_2","az_d1_3","az_d1_4","az_d1_5","az_d1_6","az_d1_7","az_d1_8","az_d1_9","az_d2_1","az_d2_2","az_d2_3","az_d2_4","az_d2_5","az_d2_6","az_d2_7","az_d2_8","az_d2_9","ja_d1_1","ja_d1_2","ja_d1_3","ja_d1_4","ja_d1_5","ja_d1_6","ja_d1_7","ja_d1_8","ja_d1_9","ja_d2_1","ja_d2_2","ja_d2_3","ja_d2_4","ja_d2_5","ja_d2_6","ja_d2_7","ja_d2_8","ja_d2_9"
"412",2021-02-15,0,0.0048,0.0314,0.0313,0.0343,0.0266,0.0126,0.0052,0.402843463882765,0,0.0052,0.0257,0.0256,0.028,0.0216,0.01,5e-04,0.0099137483327316,0,0,0.0013,0.003,0.0033,0.0025,0.0014,0.001,0.0197039645003572,0,0,3e-04,9e-04,0.001,8e-04,4e-04,2e-04,0.00309804635397862,0,0.002,0.011,0.011,0.0121,0.0093,0.0281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"413",2021-02-16,0,0.0048,0.0314,0.0313,0.0343,0.0266,0.0126,0.0052,0.402843463882765,0,0.0052,0.0257,0.0256,0.028,0.0216,0.01,5e-04,0.0099137483327316,0,0,0.0013,0.003,0.0033,0.0025,0.0014,0.001,0.0197039645003572,0,0,3e-04,9e-04,0.001,8e-04,4e-04,2e-04,0.00309804635397862,0,0.002,0.011,0.011,0.0121,0.0093,0.0281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"414",2021-02-17,0,0.0048,0.0314,0.0313,0.0343,0.0266,0.0126,0.0052,0.402843463882765,0,0.0052,0.0257,0.0256,0.028,0.0216,0.01,5e-04,0.0099137483327316,0,0,0.0013,0.003,0.0033,0.0025,0.0014,0.001,0.0197039645003572,0,0,3e-04,9e-04,0.001,8e-04,4e-04,2e-04,0.00309804635397862,0,0.002,0.011,0.011,0.0121,0.0093,0.0281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"415",2021-02-18,0,0.0048,0.0314,0.0313,0.0343,0.0266,0.0126,0.0052,0.402843463882765,0,0.0052,0.0257,0.0256,0.028,0.0216,0.01,5e-04,0.0099137483327316,0,0,0.0013,0.003,0.0033,0.0025,0.0014,0.001,0.0197039645003572,0,0,3e-04,9e-04,0.001,8e-04,4e-04,2e-04,0.00309804635397862,0,0.002,0.011,0.011,0.0121,0.0093,0.0281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"416",2021-02-19,0,0.0048,0.0314,0.0313,0.0343,0.0266,0.0126,0.0052,0.402843463882765,0,0.0052,0.0257,0.0256,0.028,0.0216,0.01,5e-04,0.0099137483327316,0,0,0.0013,0.003,0.0033,0.0025,0.0014,0.001,0.0197039645003572,0,0,3e-04,9e-04,0.001,8e-04,4e-04,2e-04,0.00309804635397862,0,0.002,0.011,0.011,0.0121,0.0093,0.0281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"417",2021-02-20,0,0.0048,0.0314,0.0313,0.0343,0.0266,0.0126,0.0052,0.402843463882765,0,0.0052,0.0257,0.0256,0.028,0.0216,0.01,5e-04,0.0099137483327316,0,0,0.0013,0.003,0.0033,0.0025,0.0014,0.001,0.0197039645003572,0,0,3e-04,9e-04,0.001,8e-04,4e-04,2e-04,0.00309804635397862,0,0.002,0.011,0.011,0.0121,0.0093,0.0281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"418",2021-02-21,0,0.0048,0.0314,0.0313,0.0343,0.0266,0.0126,0.0052,0.402843463882765,0,0.0052,0.0257,0.0256,0.028,0.0216,0.01,5e-04,0.0099137483327316,0,0,0.0013,0.003,0.0033,0.0025,0.0014,0.001,0.0197039645003572,0,0,3e-04,9e-04,0.001,8e-04,4e-04,2e-04,0.00309804635397862,0,0.002,0.011,0.011,0.0121,0.0093,0.0281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"419",2021-02-22,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0054,0.503421786549319,0,0.0061,0.0321,0.0321,0.035,0.027,0.0133,0.0029,0.0570883665367213,0,0,0.0013,0.003,0.0033,0.0026,0.0014,0.0011,0.0203078873946675,0,0,3e-04,0.0011,0.0012,9e-04,5e-04,2e-04,0.00309804635397862,0,0.0024,0.0134,0.0134,0.0147,0.0113,0.0664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"420",2021-02-23,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0054,0.503421786549319,0,0.0061,0.0321,0.0321,0.035,0.027,0.0133,0.0029,0.0570883665367213,0,0,0.0013,0.003,0.0033,0.0026,0.0014,0.0011,0.0203078873946675,0,0,3e-04,0.0011,0.0012,9e-04,5e-04,2e-04,0.00309804635397862,0,0.0024,0.0134,0.0134,0.0147,0.0113,0.0664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421",2021-02-24,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0054,0.503421786549319,0,0.0061,0.0321,0.0321,0.035,0.027,0.0133,0.0029,0.0570883665367213,0,0,0.0013,0.003,0.0033,0.0026,0.0014,0.0011,0.0203078873946675,0,0,3e-04,0.0011,0.0012,9e-04,5e-04,2e-04,0.00309804635397862,0,0.0024,0.0134,0.0134,0.0147,0.0113,0.0664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"422",2021-02-25,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0054,0.503421786549319,0,0.0061,0.0321,0.0321,0.035,0.027,0.0133,0.0029,0.0570883665367213,0,0,0.0013,0.003,0.0033,0.0026,0.0014,0.0011,0.0203078873946675,0,0,3e-04,0.0011,0.0012,9e-04,5e-04,2e-04,0.00309804635397862,0,0.0024,0.0134,0.0134,0.0147,0.0113,0.0664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"423",2021-02-26,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0054,0.503421786549319,0,0.0061,0.0321,0.0321,0.035,0.027,0.0133,0.0029,0.0570883665367213,0,0,0.0013,0.003,0.0033,0.0026,0.0014,0.0011,0.0203078873946675,0,0,3e-04,0.0011,0.0012,9e-04,5e-04,2e-04,0.00309804635397862,0,0.0024,0.0134,0.0134,0.0147,0.0113,0.0664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"424",2021-02-27,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0054,0.503421786549319,0,0.0061,0.0321,0.0321,0.035,0.027,0.0133,0.0029,0.0570883665367213,0,0,0.0013,0.003,0.0033,0.0026,0.0014,0.0011,0.0203078873946675,0,0,3e-04,0.0011,0.0012,9e-04,5e-04,2e-04,0.00309804635397862,0,0.0024,0.0134,0.0134,0.0147,0.0113,0.0664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"425",2021-02-28,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0054,0.503421786549319,0,0.0061,0.0321,0.0321,0.035,0.027,0.0133,0.0029,0.0570883665367213,0,0,0.0013,0.003,0.0033,0.0026,0.0014,0.0011,0.0203078873946675,0,0,3e-04,0.0011,0.0012,9e-04,5e-04,2e-04,0.00309804635397862,0,0.0024,0.0134,0.0134,0.0147,0.0113,0.0664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"426",2021-03-01,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0054,0.646217775242159,0,0.0061,0.0335,0.0335,0.0366,0.0282,0.0144,0.0045,0.102866886831998,0,1e-04,0.0022,0.0039,0.004,0.0031,0.0018,0.0017,0.0333687000576111,0,0,5e-04,0.002,0.0021,0.0017,8e-04,2e-04,0.00309804635397862,0,0.003,0.0166,0.0166,0.0182,0.0141,0.0675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"427",2021-03-02,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0054,0.646217775242159,0,0.0061,0.0335,0.0335,0.0366,0.0282,0.0144,0.0045,0.102866886831998,0,1e-04,0.0022,0.0039,0.004,0.0031,0.0018,0.0017,0.0333687000576111,0,0,5e-04,0.002,0.0021,0.0017,8e-04,2e-04,0.00309804635397862,0,0.003,0.0166,0.0166,0.0182,0.0141,0.0675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"428",2021-03-03,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0054,0.646217775242159,0,0.0061,0.0335,0.0335,0.0366,0.0282,0.0144,0.0045,0.102866886831998,0,1e-04,0.0022,0.0039,0.004,0.0031,0.0018,0.0017,0.0333687000576111,0,0,5e-04,0.002,0.0021,0.0017,8e-04,2e-04,0.00309804635397862,0,0.003,0.0166,0.0166,0.0182,0.0141,0.0675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"429",2021-03-04,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0054,0.646217775242159,0,0.0061,0.0335,0.0335,0.0366,0.0282,0.0144,0.0045,0.102866886831998,0,1e-04,0.0022,0.0039,0.004,0.0031,0.0018,0.0017,0.0333687000576111,0,0,5e-04,0.002,0.0021,0.0017,8e-04,2e-04,0.00309804635397862,0,0.003,0.0166,0.0166,0.0182,0.0141,0.0675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430",2021-03-05,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0054,0.646217775242159,0,0.0061,0.0335,0.0335,0.0366,0.0282,0.0144,0.0045,0.102866886831998,0,1e-04,0.0022,0.0039,0.004,0.0031,0.0018,0.0017,0.0333687000576111,0,0,5e-04,0.002,0.0021,0.0017,8e-04,2e-04,0.00309804635397862,0,0.003,0.0166,0.0166,0.0182,0.0141,0.0675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"431",2021-03-06,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0054,0.646217775242159,0,0.0061,0.0335,0.0335,0.0366,0.0282,0.0144,0.0045,0.102866886831998,0,1e-04,0.0022,0.0039,0.004,0.0031,0.0018,0.0017,0.0333687000576111,0,0,5e-04,0.002,0.0021,0.0017,8e-04,2e-04,0.00309804635397862,0,0.003,0.0166,0.0166,0.0182,0.0141,0.0675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"432",2021-03-07,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0054,0.646217775242159,0,0.0061,0.0335,0.0335,0.0366,0.0282,0.0144,0.0045,0.102866886831998,0,1e-04,0.0022,0.0039,0.004,0.0031,0.0018,0.0017,0.0333687000576111,0,0,5e-04,0.002,0.0021,0.0017,8e-04,2e-04,0.00309804635397862,0,0.003,0.0166,0.0166,0.0182,0.0141,0.0675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"433",2021-03-08,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0054,0.7481529460713,0,0.0061,0.0335,0.0335,0.0366,0.0282,0.0144,0.0045,0.187502270892129,0,1e-04,0.0023,0.004,0.0042,0.0032,0.0019,0.0018,0.0333687000576111,0,0,6e-04,0.0021,0.0023,0.0018,9e-04,3e-04,0.0060176608255302,0,0.0038,0.0214,0.0213,0.0234,0.0181,0.1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"434",2021-03-09,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0054,0.7481529460713,0,0.0061,0.0335,0.0335,0.0366,0.0282,0.0144,0.0045,0.187502270892129,0,1e-04,0.0023,0.004,0.0042,0.0032,0.0019,0.0018,0.0333687000576111,0,0,6e-04,0.0021,0.0023,0.0018,9e-04,3e-04,0.0060176608255302,0,0.0038,0.0214,0.0213,0.0234,0.0181,0.1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"435",2021-03-10,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0054,0.7481529460713,0,0.0061,0.0335,0.0335,0.0366,0.0282,0.0144,0.0045,0.187502270892129,0,1e-04,0.0023,0.004,0.0042,0.0032,0.0019,0.0018,0.0333687000576111,0,0,6e-04,0.0021,0.0023,0.0018,9e-04,3e-04,0.0060176608255302,0,0.0038,0.0214,0.0213,0.0234,0.0181,0.1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"436",2021-03-11,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0054,0.7481529460713,0,0.0061,0.0335,0.0335,0.0366,0.0282,0.0144,0.0045,0.187502270892129,0,1e-04,0.0023,0.004,0.0042,0.0032,0.0019,0.0018,0.0333687000576111,0,0,6e-04,0.0021,0.0023,0.0018,9e-04,3e-04,0.0060176608255302,0,0.0038,0.0214,0.0213,0.0234,0.0181,0.1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"437",2021-03-12,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0054,0.7481529460713,0,0.0061,0.0335,0.0335,0.0366,0.0282,0.0144,0.0045,0.187502270892129,0,1e-04,0.0023,0.004,0.0042,0.0032,0.0019,0.0018,0.0333687000576111,0,0,6e-04,0.0021,0.0023,0.0018,9e-04,3e-04,0.0060176608255302,0,0.0038,0.0214,0.0213,0.0234,0.0181,0.1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"438",2021-03-13,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0054,0.7481529460713,0,0.0061,0.0335,0.0335,0.0366,0.0282,0.0144,0.0045,0.187502270892129,0,1e-04,0.0023,0.004,0.0042,0.0032,0.0019,0.0018,0.0333687000576111,0,0,6e-04,0.0021,0.0023,0.0018,9e-04,3e-04,0.0060176608255302,0,0.0038,0.0214,0.0213,0.0234,0.0181,0.1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"439",2021-03-14,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0054,0.7481529460713,0,0.0061,0.0335,0.0335,0.0366,0.0282,0.0144,0.0045,0.187502270892129,0,1e-04,0.0023,0.004,0.0042,0.0032,0.0019,0.0018,0.0333687000576111,0,0,6e-04,0.0021,0.0023,0.0018,9e-04,3e-04,0.0060176608255302,0,0.0038,0.0214,0.0213,0.0234,0.0181,0.1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"440",2021-03-15,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0054,0.84713714007743,0,0.0061,0.0335,0.0335,0.0366,0.0282,0.0144,0.0045,0.289345516343147,0,2e-04,0.0029,0.0046,0.0048,0.0037,0.0021,0.0018,0.0333687000576111,0,0,0.0013,0.0027,0.003,0.0023,0.0014,0.001,0.0207569105716568,0,0.0038,0.0214,0.0213,0.0234,0.0181,0.1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"441",2021-03-16,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0054,0.84713714007743,0,0.0061,0.0335,0.0335,0.0366,0.0282,0.0144,0.0045,0.289345516343147,0,2e-04,0.0029,0.0046,0.0048,0.0037,0.0021,0.0018,0.0333687000576111,0,0,0.0013,0.0027,0.003,0.0023,0.0014,0.001,0.0207569105716568,0,0.0038,0.0214,0.0213,0.0234,0.0181,0.1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"442",2021-03-17,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0054,0.84713714007743,0,0.0061,0.0335,0.0335,0.0366,0.0282,0.0144,0.0045,0.289345516343147,0,2e-04,0.0029,0.0046,0.0048,0.0037,0.0021,0.0018,0.0333687000576111,0,0,0.0013,0.0027,0.003,0.0023,0.0014,0.001,0.0207569105716568,0,0.0038,0.0214,0.0213,0.0234,0.0181,0.1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"443",2021-03-18,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0054,0.84713714007743,0,0.0061,0.0335,0.0335,0.0366,0.0282,0.0144,0.0045,0.289345516343147,0,2e-04,0.0029,0.0046,0.0048,0.0037,0.0021,0.0018,0.0333687000576111,0,0,0.0013,0.0027,0.003,0.0023,0.0014,0.001,0.0207569105716568,0,0.0038,0.0214,0.0213,0.0234,0.0181,0.1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"444",2021-03-19,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0054,0.84713714007743,0,0.0061,0.0335,0.0335,0.0366,0.0282,0.0144,0.0045,0.289345516343147,0,2e-04,0.0029,0.0046,0.0048,0.0037,0.0021,0.0018,0.0333687000576111,0,0,0.0013,0.0027,0.003,0.0023,0.0014,0.001,0.0207569105716568,0,0.0038,0.0214,0.0213,0.0234,0.0181,0.1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"445",2021-03-20,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0054,0.84713714007743,0,0.0061,0.0335,0.0335,0.0366,0.0282,0.0144,0.0045,0.289345516343147,0,2e-04,0.0029,0.0046,0.0048,0.0037,0.0021,0.0018,0.0333687000576111,0,0,0.0013,0.0027,0.003,0.0023,0.0014,0.001,0.0207569105716568,0,0.0038,0.0214,0.0213,0.0234,0.0181,0.1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"446",2021-03-21,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0054,0.84713714007743,0,0.0061,0.0335,0.0335,0.0366,0.0282,0.0144,0.0045,0.289345516343147,0,2e-04,0.0029,0.0046,0.0048,0.0037,0.0021,0.0018,0.0333687000576111,0,0,0.0013,0.0027,0.003,0.0023,0.0014,0.001,0.0207569105716568,0,0.0038,0.0214,0.0213,0.0234,0.0181,0.1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"447",2021-03-22,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0443,0.84713714007743,0,0.0061,0.0342,0.0341,0.0372,0.0287,0.0148,0.0052,0.420327761904012,0,0.0013,0.0088,0.0105,0.0113,0.0088,0.0042,0.0025,0.0333687000576111,0,0,0.0014,0.0029,0.0031,0.0024,0.0014,0.0011,0.0210824015835401,0,0.005,0.0276,0.0275,0.0302,0.0234,0.1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"448",2021-03-23,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0443,0.84713714007743,0,0.0061,0.0342,0.0341,0.0372,0.0287,0.0148,0.0052,0.420327761904012,0,0.0013,0.0088,0.0105,0.0113,0.0088,0.0042,0.0025,0.0333687000576111,0,0,0.0014,0.0029,0.0031,0.0024,0.0014,0.0011,0.0210824015835401,0,0.005,0.0276,0.0275,0.0302,0.0234,0.1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"449",2021-03-24,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0443,0.84713714007743,0,0.0061,0.0342,0.0341,0.0372,0.0287,0.0148,0.0052,0.420327761904012,0,0.0013,0.0088,0.0105,0.0113,0.0088,0.0042,0.0025,0.0333687000576111,0,0,0.0014,0.0029,0.0031,0.0024,0.0014,0.0011,0.0210824015835401,0,0.005,0.0276,0.0275,0.0302,0.0234,0.1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"450",2021-03-25,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0443,0.84713714007743,0,0.0061,0.0342,0.0341,0.0372,0.0287,0.0148,0.0052,0.420327761904012,0,0.0013,0.0088,0.0105,0.0113,0.0088,0.0042,0.0025,0.0333687000576111,0,0,0.0014,0.0029,0.0031,0.0024,0.0014,0.0011,0.0210824015835401,0,0.005,0.0276,0.0275,0.0302,0.0234,0.1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"451",2021-03-26,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0443,0.84713714007743,0,0.0061,0.0342,0.0341,0.0372,0.0287,0.0148,0.0052,0.420327761904012,0,0.0013,0.0088,0.0105,0.0113,0.0088,0.0042,0.0025,0.0333687000576111,0,0,0.0014,0.0029,0.0031,0.0024,0.0014,0.0011,0.0210824015835401,0,0.005,0.0276,0.0275,0.0302,0.0234,0.1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"452",2021-03-27,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0443,0.84713714007743,0,0.0061,0.0342,0.0341,0.0372,0.0287,0.0148,0.0052,0.420327761904012,0,0.0013,0.0088,0.0105,0.0113,0.0088,0.0042,0.0025,0.0333687000576111,0,0,0.0014,0.0029,0.0031,0.0024,0.0014,0.0011,0.0210824015835401,0,0.005,0.0276,0.0275,0.0302,0.0234,0.1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"453",2021-03-28,0,0.0048,0.0315,0.0315,0.0345,0.0267,0.0128,0.0443,0.84713714007743,0,0.0061,0.0342,0.0341,0.0372,0.0287,0.0148,0.0052,0.420327761904012,0,0.0013,0.0088,0.0105,0.0113,0.0088,0.0042,0.0025,0.0333687000576111,0,0,0.0014,0.0029,0.0031,0.0024,0.0014,0.0011,0.0210824015835401,0,0.005,0.0276,0.0275,0.0302,0.0234,0.1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"454",2021-03-29,0,0.0048,0.0321,0.032,0.0351,0.0272,0.0131,0.1685,0.85916853883418,0,0.0061,0.0343,0.0343,0.0374,0.0289,0.015,0.0054,0.524066866028974,0,0.0013,0.0089,0.0106,0.0114,0.0088,0.0042,0.0025,0.0333687000576111,0,1e-04,0.0022,0.0037,0.0038,0.0029,0.0019,0.0017,0.033102036858115,0,0.006,0.0331,0.033,0.0362,0.0281,0.1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"455",2021-03-30,0,0.0048,0.0321,0.032,0.0351,0.0272,0.0131,0.1685,0.85916853883418,0,0.0061,0.0343,0.0343,0.0374,0.0289,0.015,0.0054,0.524066866028974,0,0.0013,0.0089,0.0106,0.0114,0.0088,0.0042,0.0025,0.0333687000576111,0,1e-04,0.0022,0.0037,0.0038,0.0029,0.0019,0.0017,0.033102036858115,0,0.006,0.0331,0.033,0.0362,0.0281,0.1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"456",2021-03-31,0,0.0048,0.0321,0.032,0.0351,0.0272,0.0131,0.1685,0.85916853883418,0,0.0061,0.0343,0.0343,0.0374,0.0289,0.015,0.0054,0.524066866028974,0,0.0013,0.0089,0.0106,0.0114,0.0088,0.0042,0.0025,0.0333687000576111,0,1e-04,0.0022,0.0037,0.0038,0.0029,0.0019,0.0017,0.033102036858115,0,0.006,0.0331,0.033,0.0362,0.0281,0.1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"457",2021-04-01,0,0.0048,0.0321,0.032,0.0351,0.0272,0.0131,0.1685,0.85916853883418,0,0.0061,0.0343,0.0343,0.0374,0.0289,0.015,0.0054,0.524066866028974,0,0.0013,0.0089,0.0106,0.0114,0.0088,0.0042,0.0025,0.0333687000576111,0,1e-04,0.0022,0.0037,0.0038,0.0029,0.0019,0.0017,0.033102036858115,0,0.006,0.0331,0.033,0.0362,0.0281,0.1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"458",2021-04-02,0,0.0048,0.0321,0.032,0.0351,0.0272,0.0131,0.1685,0.85916853883418,0,0.0061,0.0343,0.0343,0.0374,0.0289,0.015,0.0054,0.524066866028974,0,0.0013,0.0089,0.0106,0.0114,0.0088,0.0042,0.0025,0.0333687000576111,0,1e-04,0.0022,0.0037,0.0038,0.0029,0.0019,0.0017,0.033102036858115,0,0.006,0.0331,0.033,0.0362,0.0281,0.1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"459",2021-04-03,0,0.0048,0.0321,0.032,0.0351,0.0272,0.0131,0.1685,0.85916853883418,0,0.0061,0.0343,0.0343,0.0374,0.0289,0.015,0.0054,0.524066866028974,0,0.0013,0.0089,0.0106,0.0114,0.0088,0.0042,0.0025,0.0333687000576111,0,1e-04,0.0022,0.0037,0.0038,0.0029,0.0019,0.0017,0.033102036858115,0,0.006,0.0331,0.033,0.0362,0.0281,0.1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
